,survived,pclass,sex,age,sibsp,parch,fare,embarked
985,1,3.0,male,24.0,0.0,0.0,7.1417,S
986,0,3.0,male,22.0,0.0,0.0,7.125,S
987,0,3.0,female,22.0,0.0,0.0,7.8792,Q
988,0,3.0,male,29.0,0.0,0.0,7.75,Q
989,0,3.0,male,29.0,0.0,0.0,8.05,S
990,0,3.0,male,29.0,0.0,0.0,7.925,S
991,1,3.0,male,29.0,0.0,0.0,7.2292,C
992,0,3.0,female,30.5,0.0,0.0,7.75,Q
993,1,3.0,female,22.0,0.0,0.0,7.7375,Q
994,0,3.0,male,29.0,0.0,0.0,7.2292,C
995,0,3.0,male,35.0,0.0,0.0,7.8958,C
996,0,3.0,male,33.0,0.0,0.0,7.8958,S
997,1,3.0,female,35.5,0.0,0.0,7.225,C
998,0,3.0,male,29.0,0.0,0.0,7.8958,C
999,1,3.0,female,22.0,0.0,0.0,7.75,Q
1000,1,3.0,male,29.0,0.0,0.0,7.75,Q
1001,1,3.0,female,22.0,2.0,0.0,23.25,Q
1002,1,3.0,female,22.0,2.0,0.0,23.25,Q
1003,1,3.0,male,29.0,2.0,0.0,23.25,Q
1004,1,3.0,female,22.0,0.0,0.0,7.7875,Q
1005,0,3.0,male,29.0,0.0,0.0,15.5,Q
1006,1,3.0,female,22.0,0.0,0.0,7.8792,Q
1007,1,3.0,female,15.0,0.0,0.0,8.0292,Q
1008,0,3.0,female,35.0,0.0,0.0,7.75,Q
1009,0,3.0,male,29.0,0.0,0.0,7.75,Q
1010,0,3.0,male,24.0,1.0,0.0,16.1,S
1011,0,3.0,female,19.0,1.0,0.0,16.1,S
1012,0,3.0,female,22.0,0.0,0.0,7.75,Q
1013,0,3.0,female,22.0,0.0,0.0,8.05,S
1014,0,3.0,female,35.5,0.0,0.0,8.05,S
1015,0,3.0,male,55.5,0.0,0.0,8.05,S
1016,0,3.0,male,29.0,0.0,0.0,7.75,Q
1017,1,3.0,male,21.0,0.0,0.0,7.775,S
1018,0,3.0,male,29.0,0.0,0.0,8.05,S
1019,0,3.0,male,24.0,0.0,0.0,7.8958,S
1020,0,3.0,male,21.0,0.0,0.0,7.8958,S
1021,0,3.0,male,28.0,0.0,0.0,7.8958,S
1022,0,3.0,male,29.0,0.0,0.0,7.8958,S
1023,1,3.0,female,22.0,0.0,0.0,7.8792,Q
1024,0,3.0,male,25.0,0.0,0.0,7.65,S
1025,1,3.0,male,6.0,0.0,1.0,12.475,S
1026,1,3.0,female,27.0,0.0,1.0,12.475,S
1027,0,3.0,male,29.0,0.0,0.0,8.05,S
1028,1,3.0,female,22.0,1.0,0.0,24.15,Q
1029,0,3.0,male,29.0,1.0,0.0,24.15,Q
1030,0,3.0,male,29.0,0.0,0.0,8.4583,Q
1031,0,3.0,male,34.0,0.0,0.0,8.05,S
1032,0,3.0,male,29.0,0.0,0.0,7.75,Q
1033,1,3.0,male,29.0,0.0,0.0,7.775,S
1034,1,3.0,male,4.0,1.0,1.0,15.2458,C
1035,1,3.0,male,4.0,1.0,1.0,15.2458,C
1036,1,3.0,female,35.5,0.0,2.0,15.2458,C
1037,1,3.0,female,35.5,0.0,0.0,7.2292,C
1038,0,3.0,male,29.0,0.0,0.0,8.05,S
1039,1,3.0,female,22.0,0.0,0.0,7.7333,Q
1040,1,3.0,female,24.0,0.0,0.0,7.75,Q
1041,0,3.0,male,29.0,0.0,0.0,8.05,S
1042,1,3.0,female,22.0,1.0,0.0,15.5,Q
1043,1,3.0,female,22.0,1.0,0.0,15.5,Q
1044,1,3.0,female,22.0,0.0,0.0,15.5,Q
1045,0,3.0,male,18.0,0.0,0.0,7.75,S
1046,0,3.0,male,22.0,0.0,0.0,7.8958,S
1047,1,3.0,female,15.0,0.0,0.0,7.225,C
1048,1,3.0,female,1.0,0.0,2.0,15.7417,C
1049,1,3.0,male,20.0,1.0,1.0,15.7417,C
1050,1,3.0,female,19.0,1.0,1.0,15.7417,C
1051,0,3.0,male,33.0,0.0,0.0,8.05,S
1052,0,3.0,male,29.0,0.0,0.0,7.8958,S
1053,0,3.0,male,29.0,0.0,0.0,7.2292,C
1054,0,3.0,female,22.0,0.0,0.0,7.75,Q
1055,0,3.0,male,29.0,0.0,0.0,7.8958,S
1056,1,3.0,male,12.0,1.0,0.0,11.2417,C
1057,1,3.0,female,14.0,1.0,0.0,11.2417,C
1058,0,3.0,female,29.0,0.0,0.0,7.925,S
1059,0,3.0,male,28.0,0.0,0.0,8.05,S
1060,1,3.0,female,18.0,0.0,0.0,7.775,S
1061,1,3.0,female,26.0,0.0,0.0,7.8542,S
1062,0,3.0,male,21.0,0.0,0.0,7.8542,S
1063,0,3.0,male,41.0,0.0,0.0,7.125,S
1064,1,3.0,male,39.0,0.0,0.0,7.925,S
1065,0,3.0,male,21.0,0.0,0.0,7.8,S
1066,0,3.0,male,28.5,0.0,0.0,7.2292,C
1067,1,3.0,female,22.0,0.0,0.0,7.75,S
1068,0,3.0,male,61.0,0.0,0.0,6.2375,S
1069,0,3.0,male,29.0,1.0,0.0,15.5,Q
1070,0,3.0,male,29.0,0.0,0.0,7.8292,Q
1071,1,3.0,female,35.5,1.0,0.0,15.5,Q
1072,0,3.0,male,29.0,0.0,0.0,7.7333,Q
1073,0,3.0,male,29.0,0.0,0.0,7.75,Q
1074,0,3.0,male,29.0,0.0,0.0,7.75,Q
1075,0,3.0,male,23.0,0.0,0.0,9.225,S
1077,1,3.0,female,22.0,0.0,0.0,7.75,Q
1078,1,3.0,female,22.0,0.0,0.0,7.8792,Q
1079,1,3.0,female,22.0,0.0,0.0,7.775,S
1080,1,3.0,male,29.0,0.0,0.0,7.75,Q
1081,1,3.0,female,22.0,0.0,0.0,7.8292,Q
1082,1,3.0,male,9.0,0.0,1.0,3.1708,S
1083,0,3.0,male,28.0,0.0,0.0,22.525,S
1084,0,3.0,male,42.0,0.0,1.0,8.4042,S
1085,0,3.0,male,29.0,0.0,0.0,7.3125,S
1086,0,3.0,female,31.0,0.0,0.0,7.8542,S
1087,0,3.0,male,28.0,0.0,0.0,7.8542,S
1088,1,3.0,male,32.0,0.0,0.0,7.775,S
1089,0,3.0,male,20.0,0.0,0.0,9.225,S
1090,0,3.0,female,23.0,0.0,0.0,8.6625,S
1091,0,3.0,female,20.0,0.0,0.0,8.6625,S
1092,0,3.0,male,20.0,0.0,0.0,8.6625,S
1093,0,3.0,male,16.0,0.0,0.0,9.2167,S
1094,1,3.0,female,31.0,0.0,0.0,8.6833,S
1095,0,3.0,female,22.0,0.0,0.0,7.6292,Q
1096,0,3.0,male,2.0,3.0,1.0,21.075,S
1097,0,3.0,male,6.0,3.0,1.0,21.075,S
1098,0,3.0,female,3.0,3.0,1.0,21.075,S
1099,0,3.0,female,8.0,3.0,1.0,21.075,S
1100,0,3.0,female,29.0,0.0,4.0,21.075,S
1101,0,3.0,male,1.0,4.0,1.0,39.6875,S
1102,0,3.0,male,7.0,4.0,1.0,39.6875,S
1103,0,3.0,male,2.0,4.0,1.0,39.6875,S
1104,0,3.0,male,16.0,4.0,1.0,39.6875,S
1105,0,3.0,male,14.0,4.0,1.0,39.6875,S
1106,0,3.0,female,41.0,0.0,5.0,39.6875,S
1107,0,3.0,male,21.0,0.0,0.0,8.6625,S
1108,0,3.0,male,19.0,0.0,0.0,14.5,S
1109,0,3.0,male,29.0,0.0,0.0,8.7125,C
1110,0,3.0,male,32.0,0.0,0.0,7.8958,S
1111,0,3.0,male,0.75,1.0,1.0,13.775,S
1112,0,3.0,female,3.0,1.0,1.0,13.775,S
1113,0,3.0,female,26.0,0.0,2.0,13.775,S
1114,0,3.0,male,29.0,0.0,0.0,7.0,S
1115,0,3.0,male,29.0,0.0,0.0,7.775,S
1116,0,3.0,male,29.0,0.0,0.0,8.05,S
1117,0,3.0,male,21.0,0.0,0.0,7.925,S
1118,0,3.0,male,25.0,0.0,0.0,7.925,S
1119,0,3.0,male,22.0,0.0,0.0,7.25,S
1120,1,3.0,male,25.0,1.0,0.0,7.775,S
1121,1,3.0,male,4.0,1.0,1.0,22.3583,C
1122,1,3.0,female,22.0,1.0,1.0,22.3583,C
1123,1,3.0,female,35.5,0.0,2.0,22.3583,C
1124,0,3.0,female,22.0,0.0,0.0,8.1375,Q
1125,0,3.0,male,24.0,0.0,0.0,8.05,S
1126,0,3.0,female,28.0,0.0,0.0,7.8958,S
1127,0,3.0,male,19.0,0.0,0.0,7.8958,S
1128,0,3.0,male,29.0,0.0,0.0,7.8958,S
1129,0,3.0,male,25.0,1.0,0.0,7.775,S
1130,0,3.0,female,18.0,0.0,0.0,7.775,S
1131,1,3.0,male,32.0,0.0,0.0,8.05,S
1132,0,3.0,male,29.0,0.0,0.0,7.8958,S
1133,0,3.0,male,17.0,0.0,0.0,8.6625,S
1134,0,3.0,male,24.0,0.0,0.0,8.6625,S
1135,0,3.0,male,29.0,0.0,0.0,7.8958,S
1136,0,3.0,female,35.5,0.0,0.0,8.1125,S
1137,0,3.0,male,29.0,0.0,0.0,7.2292,C
1138,0,3.0,male,29.0,0.0,0.0,7.25,S
1139,0,3.0,male,38.0,0.0,0.0,7.8958,S
1140,0,3.0,male,21.0,0.0,0.0,8.05,S
1141,0,3.0,male,10.0,4.0,1.0,29.125,Q
1142,0,3.0,male,4.0,4.0,1.0,29.125,Q
1143,0,3.0,male,7.0,4.0,1.0,29.125,Q
1144,0,3.0,male,2.0,4.0,1.0,29.125,Q
1145,0,3.0,male,8.0,4.0,1.0,29.125,Q
1146,0,3.0,female,39.0,0.0,5.0,29.125,Q
1147,0,3.0,female,22.0,0.0,0.0,39.6875,S
1148,0,3.0,male,35.0,0.0,0.0,7.125,S
1149,1,3.0,female,22.0,0.0,0.0,7.7208,Q
1150,0,3.0,male,29.0,0.0,0.0,14.5,S
1151,0,3.0,female,35.5,0.0,0.0,14.5,S
1152,0,3.0,male,50.0,1.0,0.0,14.5,S
1153,0,3.0,female,47.0,1.0,0.0,14.5,S
1154,0,3.0,male,29.0,0.0,0.0,8.05,S
1155,0,3.0,male,29.0,0.0,0.0,7.775,S
1156,0,3.0,female,2.0,1.0,1.0,20.2125,S
1157,0,3.0,male,18.0,1.0,1.0,20.2125,S
1158,0,3.0,female,41.0,0.0,2.0,20.2125,S
1159,1,3.0,female,22.0,0.0,0.0,8.05,S
1160,0,3.0,male,50.0,0.0,0.0,8.05,S
1161,0,3.0,male,16.0,0.0,0.0,8.05,S
1162,1,3.0,male,29.0,0.0,0.0,7.75,Q
1163,0,3.0,male,29.0,0.0,0.0,24.15,Q
1164,0,3.0,male,29.0,0.0,0.0,7.2292,C
1165,0,3.0,male,25.0,0.0,0.0,7.225,C
1166,0,3.0,male,29.0,0.0,0.0,7.225,C
1167,0,3.0,male,29.0,0.0,0.0,7.7292,Q
1168,0,3.0,male,29.0,0.0,0.0,7.575,S
1169,0,3.0,male,38.5,0.0,0.0,7.25,S
1170,0,3.0,male,4.0,8.0,2.0,69.55,S
1171,0,3.0,male,14.5,8.0,2.0,69.55,S
1172,0,3.0,female,22.0,8.0,2.0,69.55,S
1173,0,3.0,female,22.0,8.0,2.0,69.55,S
1174,0,3.0,female,22.0,8.0,2.0,69.55,S
1175,0,3.0,female,22.0,8.0,2.0,69.55,S
1176,0,3.0,male,29.0,8.0,2.0,69.55,S
1177,0,3.0,male,29.0,8.0,2.0,69.55,S
1178,0,3.0,male,29.0,8.0,2.0,69.55,S
1179,0,3.0,male,29.0,1.0,9.0,69.55,S
1180,0,3.0,female,35.5,1.0,9.0,69.55,S
1181,0,3.0,male,24.0,0.0,0.0,9.325,S
1182,1,3.0,female,21.0,0.0,0.0,7.65,S
1183,0,3.0,male,39.0,0.0,0.0,7.925,S
1184,0,3.0,male,29.0,2.0,0.0,21.6792,C
1185,0,3.0,male,29.0,2.0,0.0,21.6792,C
1186,0,3.0,male,29.0,2.0,0.0,21.6792,C
1187,1,3.0,female,1.0,1.0,1.0,16.7,S
1188,1,3.0,female,24.0,0.0,2.0,16.7,S
1189,1,3.0,female,4.0,1.0,1.0,16.7,S
1190,1,3.0,male,25.0,0.0,0.0,9.5,S
1191,0,3.0,male,20.0,0.0,0.0,8.05,S
1192,0,3.0,male,24.5,0.0,0.0,8.05,S
1193,0,3.0,male,29.0,0.0,0.0,7.725,Q
1194,0,3.0,male,29.0,0.0,0.0,7.8958,S
1195,0,3.0,male,29.0,0.0,0.0,7.75,Q
1196,1,3.0,male,29.0,0.0,0.0,9.5,S
1197,0,3.0,male,29.0,0.0,0.0,15.1,S
1198,1,3.0,female,22.0,0.0,0.0,7.7792,Q
1199,0,3.0,male,29.0,0.0,0.0,8.05,S
1200,0,3.0,male,29.0,0.0,0.0,8.05,S
1201,0,3.0,male,22.0,0.0,0.0,7.2292,C
1202,0,3.0,male,29.0,0.0,0.0,8.05,S
1203,0,3.0,male,40.0,0.0,0.0,7.8958,S
1204,0,3.0,male,21.0,0.0,0.0,7.925,S
1205,1,3.0,female,18.0,0.0,0.0,7.4958,S
1206,0,3.0,male,4.0,3.0,2.0,27.9,S
1207,0,3.0,male,10.0,3.0,2.0,27.9,S
1208,0,3.0,female,9.0,3.0,2.0,27.9,S
1209,0,3.0,female,2.0,3.0,2.0,27.9,S
1210,0,3.0,male,40.0,1.0,4.0,27.9,S
1211,0,3.0,female,45.0,1.0,4.0,27.9,S
1212,0,3.0,male,29.0,0.0,0.0,7.8958,S
1213,0,3.0,male,29.0,0.0,0.0,8.05,S
1214,0,3.0,male,29.0,0.0,0.0,8.6625,S
1215,0,3.0,male,29.0,0.0,0.0,7.75,Q
1216,1,3.0,female,22.0,0.0,0.0,7.7333,Q
1217,0,3.0,male,19.0,0.0,0.0,7.65,S
1218,0,3.0,male,30.0,0.0,0.0,8.05,S
1219,0,3.0,male,29.0,0.0,0.0,8.05,S
1220,0,3.0,male,32.0,0.0,0.0,8.05,S
1221,0,3.0,male,29.0,0.0,0.0,7.8958,S
1222,0,3.0,male,33.0,0.0,0.0,8.6625,C
1223,1,3.0,female,23.0,0.0,0.0,7.55,S
1224,0,3.0,male,21.0,0.0,0.0,8.05,S
1225,0,3.0,male,60.5,0.0,0.0,8.0,S
1226,0,3.0,male,19.0,0.0,0.0,7.8958,S
1227,0,3.0,female,22.0,0.0,0.0,9.8375,S
1228,1,3.0,male,31.0,0.0,0.0,7.925,S
1229,0,3.0,male,27.0,0.0,0.0,8.6625,S
1230,0,3.0,female,2.0,0.0,1.0,10.4625,S
1231,0,3.0,female,29.0,1.0,1.0,10.4625,S
1232,1,3.0,male,16.0,0.0,0.0,8.05,S
1233,1,3.0,male,44.0,0.0,0.0,7.925,S
1234,0,3.0,male,25.0,0.0,0.0,7.05,S
1235,0,3.0,male,74.0,0.0,0.0,7.775,S
1236,1,3.0,male,14.0,0.0,0.0,9.225,S
1237,0,3.0,male,24.0,0.0,0.0,7.7958,S
1238,1,3.0,male,25.0,0.0,0.0,7.7958,S
1239,0,3.0,male,34.0,0.0,0.0,8.05,S
1240,1,3.0,male,0.4167,0.0,1.0,8.5167,C
1241,0,3.0,male,29.0,1.0,0.0,6.4375,C
1242,0,3.0,male,29.0,0.0,0.0,6.4375,C
1243,0,3.0,male,29.0,0.0,0.0,7.225,C
1244,1,3.0,female,16.0,1.0,1.0,8.5167,C
1245,0,3.0,male,29.0,0.0,0.0,8.05,S
1246,0,3.0,male,29.0,1.0,0.0,16.1,S
1247,1,3.0,female,35.5,1.0,0.0,16.1,S
1248,0,3.0,male,32.0,0.0,0.0,7.925,S
1249,0,3.0,male,29.0,0.0,0.0,7.75,Q
1250,0,3.0,male,29.0,0.0,0.0,7.8958,S
1251,0,3.0,male,30.5,0.0,0.0,8.05,S
1252,0,3.0,male,44.0,0.0,0.0,8.05,S
1253,0,3.0,male,29.0,0.0,0.0,7.2292,C
1254,1,3.0,male,25.0,0.0,0.0,7.8958,S
1255,0,3.0,male,29.0,0.0,0.0,7.2292,C
1256,1,3.0,male,7.0,1.0,1.0,15.2458,C
1257,1,3.0,female,9.0,1.0,1.0,15.2458,C
1258,1,3.0,female,29.0,0.0,2.0,15.2458,C
1259,0,3.0,male,36.0,0.0,0.0,7.8958,S
1260,1,3.0,female,18.0,0.0,0.0,9.8417,S
1261,1,3.0,female,63.0,0.0,0.0,9.5875,S
1262,0,3.0,male,4.0,1.0,1.0,14.5,S
1263,0,3.0,male,11.5,1.0,1.0,14.5,S
1264,0,3.0,male,40.5,0.0,2.0,14.5,S
1265,0,3.0,female,10.0,0.0,2.0,24.15,S
1266,0,3.0,male,36.0,1.0,1.0,24.15,S
1267,0,3.0,female,30.0,1.0,1.0,24.15,S
1268,0,3.0,male,29.0,0.0,0.0,9.5,S
1269,0,3.0,male,33.0,0.0,0.0,9.5,S
1270,0,3.0,male,28.0,0.0,0.0,9.5,S
1271,0,3.0,male,28.0,0.0,0.0,9.5,S
1272,0,3.0,male,47.0,0.0,0.0,9.0,S
1273,0,3.0,female,18.0,2.0,0.0,18.0,S
1274,0,3.0,male,31.0,3.0,0.0,18.0,S
1275,0,3.0,male,16.0,2.0,0.0,18.0,S
1276,0,3.0,female,31.0,1.0,0.0,18.0,S
1277,1,3.0,male,22.0,0.0,0.0,7.225,C
1278,0,3.0,male,20.0,0.0,0.0,7.8542,S
1279,0,3.0,female,14.0,0.0,0.0,7.8542,S
1280,0,3.0,male,22.0,0.0,0.0,7.8958,S
1281,0,3.0,male,22.0,0.0,0.0,9.0,S
1282,0,3.0,male,29.0,0.0,0.0,8.05,S
1283,0,3.0,male,29.0,0.0,0.0,7.55,S
1284,0,3.0,male,29.0,0.0,0.0,8.05,S
1285,0,3.0,male,32.5,0.0,0.0,9.5,S
1286,1,3.0,female,38.0,0.0,0.0,7.2292,C
1287,0,3.0,male,51.0,0.0,0.0,7.75,S
1288,0,3.0,male,18.0,1.0,0.0,6.4958,S
1289,0,3.0,male,21.0,1.0,0.0,6.4958,S
1290,1,3.0,female,47.0,1.0,0.0,7.0,S
1291,0,3.0,male,29.0,0.0,0.0,8.7125,S
1292,0,3.0,male,29.0,0.0,0.0,7.55,S
1293,0,3.0,male,29.0,0.0,0.0,8.05,S
1294,0,3.0,male,28.5,0.0,0.0,16.1,S
1295,0,3.0,male,21.0,0.0,0.0,7.25,S
1296,0,3.0,male,27.0,0.0,0.0,8.6625,S
1297,0,3.0,male,29.0,0.0,0.0,7.25,S
1298,0,3.0,male,36.0,0.0,0.0,9.5,S
1299,0,3.0,male,27.0,1.0,0.0,14.4542,C
1300,1,3.0,female,15.0,1.0,0.0,14.4542,C
1301,0,3.0,male,45.5,0.0,0.0,7.225,C
1302,0,3.0,male,29.0,0.0,0.0,7.225,C
1303,0,3.0,male,29.0,0.0,0.0,14.4583,C
1304,0,3.0,female,14.5,1.0,0.0,14.4542,C
1305,0,3.0,female,22.0,1.0,0.0,14.4542,C
1306,0,3.0,male,26.5,0.0,0.0,7.225,C
1307,0,3.0,male,27.0,0.0,0.0,7.225,C
1308,0,3.0,male,29.0,0.0,0.0,7.875,S
