no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,6,14,1,0,0,11,2018,11,18,1,0,0,0,75.86,0,1
1,0,1,5,0,0,0,125,2017,10,20,1,0,0,0,80.75,2,0
2,0,0,1,1,0,0,157,2018,8,3,1,0,0,0,94.5,0,1
2,0,1,2,0,0,0,129,2018,8,15,1,0,0,0,114.3,1,0
2,0,0,1,0,0,0,4,2017,9,22,1,0,0,0,145.0,2,0
2,0,0,1,1,0,0,0,2018,1,21,1,0,0,0,79.0,0,0
2,0,0,3,0,0,1,52,2018,5,11,1,0,0,0,140.4,0,1
2,2,2,3,0,1,3,213,2018,7,21,1,0,0,0,167.95,1,1
2,0,0,2,2,0,0,292,2018,7,21,0,0,0,0,115.0,0,1
3,0,0,2,0,0,1,93,2018,6,3,1,0,0,0,159.3,0,0
1,0,0,2,0,0,1,0,2018,3,8,2,0,0,0,75.0,0,1
2,0,1,2,0,0,0,109,2018,5,30,0,0,0,0,75.0,0,0
2,0,0,2,0,0,0,177,2018,6,3,0,0,0,0,100.0,0,1
1,0,0,1,0,1,0,1,2018,4,13,2,1,0,2,67.0,1,0
2,0,0,3,0,0,0,9,2018,11,10,1,0,0,0,123.2,1,0
2,0,1,3,0,0,0,34,2018,3,24,1,0,0,0,124.65,0,1
2,0,1,3,1,0,0,85,2018,4,28,1,0,0,0,102.43,0,1
2,0,0,3,0,0,0,12,2017,8,5,2,0,0,0,65.0,0,0
2,0,2,4,0,0,1,20,2018,5,29,1,0,0,0,121.25,1,0
2,0,1,2,0,0,0,32,2017,10,12,1,0,0,0,73.87,0,0
2,2,2,0,0,0,2,35,2018,9,18,1,0,0,0,248.49,1,0
2,0,0,3,1,0,0,158,2018,8,25,1,0,0,0,94.5,0,1
2,0,0,1,0,1,0,15,2018,2,19,2,0,0,0,81.0,0,0
1,0,0,1,0,0,0,1,2017,9,24,4,0,0,0,0.0,0,0
1,0,2,2,0,0,0,115,2018,2,27,0,0,0,0,76.0,0,0
2,0,2,3,0,0,1,76,2018,3,26,1,0,0,0,99.45,0,1
2,0,0,2,2,0,0,377,2018,10,14,0,0,0,0,115.0,1,1
2,0,2,1,0,0,0,21,2018,3,12,1,0,0,0,112.0,1,0
1,0,0,1,0,1,0,3,2018,3,3,2,1,0,1,67.0,1,0
2,0,1,1,0,0,0,19,2017,9,21,0,0,0,0,48.0,0,1
1,0,0,1,1,0,0,5,2018,6,8,1,0,0,0,109.0,1,0
2,0,0,2,0,0,0,317,2018,9,15,0,0,0,0,120.0,0,1
1,0,2,1,0,0,0,1,2018,2,28,1,0,0,0,60.0,0,1
1,0,1,3,0,0,0,162,2018,8,15,1,0,0,0,105.83,1,1
2,0,0,1,0,0,0,16,2018,4,22,1,0,0,0,117.0,0,1
2,0,2,2,0,0,0,36,2018,12,18,1,0,0,0,88.4,1,0
1,0,0,1,2,0,1,1,2018,4,6,0,0,0,0,92.0,0,0
2,0,0,4,1,0,0,186,2018,8,16,1,0,0,0,89.25,0,1
2,0,2,2,1,0,0,23,2018,10,16,1,0,0,0,91.63,1,0
1,0,0,2,0,0,0,64,2018,5,17,2,0,0,0,130.0,0,0
1,0,2,1,0,0,1,3,2018,10,23,3,0,0,0,110.0,0,0
1,0,0,2,0,0,0,164,2017,10,2,0,0,0,0,100.0,0,0
2,0,0,3,0,0,0,37,2018,10,13,0,0,0,0,105.0,0,0
2,0,1,2,0,0,0,273,2018,5,13,1,0,0,0,95.0,0,1
2,0,0,1,0,0,1,16,2018,4,14,1,0,0,0,142.0,0,1
2,0,1,2,0,0,1,94,2017,11,23,1,0,0,0,65.45,2,0
1,0,1,0,0,0,0,0,2018,10,3,2,1,0,1,65.0,0,0
2,0,0,2,0,0,1,81,2018,8,5,1,0,0,0,131.4,0,1
1,0,1,2,0,0,0,31,2018,9,16,0,0,0,0,70.0,0,0
2,0,2,1,0,0,0,10,2018,10,2,0,0,0,0,85.0,0,0
2,0,0,2,0,0,0,56,2018,3,9,1,0,0,0,78.3,0,0
2,0,0,3,0,0,0,90,2018,4,12,1,0,0,0,96.3,2,0
2,0,2,3,0,0,0,249,2018,10,2,1,0,0,0,119.85,0,1
2,0,0,2,2,0,0,74,2017,9,18,0,0,0,0,101.5,0,0
1,0,0,3,0,0,0,71,2018,6,14,0,0,0,0,120.0,0,0
2,0,1,2,0,0,0,64,2018,4,29,1,0,0,0,126.9,1,1
3,0,2,5,0,0,0,170,2018,7,24,1,0,0,0,95.13,2,0
2,0,2,0,2,0,0,386,2018,10,23,0,0,0,0,115.0,1,1
2,0,2,2,1,0,0,4,2017,12,26,0,0,0,0,52.5,2,0
1,0,0,3,0,0,0,6,2018,11,1,0,0,0,0,75.0,0,0
1,0,1,2,0,0,0,161,2018,4,22,0,0,0,0,71.0,0,0
2,0,2,3,0,0,0,27,2018,3,6,0,0,0,0,87.0,0,0
2,0,2,2,1,0,0,17,2018,12,2,1,0,0,0,76.29,1,0
2,0,1,0,0,0,0,141,2017,9,20,0,0,0,0,90.0,0,0
2,0,2,5,0,0,0,150,2018,9,24,1,0,0,0,129.6,2,1
3,0,2,1,0,1,0,2,2018,3,27,0,0,0,0,100.47,1,0
2,0,1,1,0,0,0,180,2018,5,2,1,0,0,0,0.0,1,0
2,1,0,3,0,0,0,184,2018,10,4,1,0,0,0,125.1,0,1
2,0,2,3,0,0,1,11,2017,9,20,0,0,0,0,75.0,0,0
2,0,2,2,0,0,0,24,2018,9,10,0,0,0,0,109.0,1,0
2,0,0,2,0,0,1,148,2018,7,8,1,0,0,0,136.8,1,1
3,0,0,1,0,0,0,74,2018,5,21,1,0,0,0,168.3,2,0
2,0,0,1,0,0,0,0,2017,9,22,4,0,0,0,0.0,0,0
2,2,1,4,0,0,3,26,2018,4,25,1,0,0,0,197.78,0,1
3,0,1,1,0,0,1,45,2018,4,30,1,0,0,0,159.3,0,1
2,1,0,3,0,0,0,172,2018,10,4,1,0,0,0,108.9,0,1
2,0,0,3,0,0,1,3,2018,11,10,2,1,0,5,94.0,1,0
2,0,0,2,1,0,0,4,2018,8,12,1,0,0,0,92.0,0,0
3,0,0,1,0,0,1,13,2018,6,10,1,0,0,0,177.0,0,0
1,0,0,2,0,0,0,22,2017,12,2,2,0,0,0,95.0,0,0
2,0,1,2,0,0,0,267,2018,9,30,0,0,0,0,95.0,0,1
2,0,1,3,0,0,1,12,2018,12,26,1,0,0,0,91.63,0,0
2,0,0,4,0,0,0,210,2018,10,19,1,0,0,0,96.3,0,1
2,0,2,0,1,0,0,86,2018,10,30,1,0,0,0,61.68,1,1
2,0,0,4,1,0,0,177,2018,7,26,1,0,0,0,80.75,1,1
1,0,0,1,0,0,1,0,2018,2,3,1,0,0,0,0.0,0,0
1,0,1,2,0,0,4,206,2018,9,19,2,0,0,0,106.0,0,1
2,0,2,0,1,0,0,76,2018,11,27,1,0,0,0,79.2,1,1
3,0,1,1,0,0,0,105,2018,12,26,1,0,0,0,95.37,1,0
2,0,1,2,0,0,0,86,2018,5,20,0,0,0,0,65.0,1,0
1,0,1,3,0,0,1,96,2018,3,24,1,0,0,0,99.45,0,0
2,0,2,1,0,0,1,199,2018,8,14,1,0,0,0,115.8,1,1
2,0,0,4,0,0,0,100,2018,5,4,1,0,0,0,119.85,0,1
2,0,1,1,2,0,0,247,2018,6,6,0,0,0,0,109.0,0,1
2,0,0,3,1,0,0,54,2018,4,27,1,0,0,0,78.77,1,0
1,0,0,2,0,0,0,151,2018,1,19,0,0,0,0,71.0,0,0
2,0,0,2,2,0,0,74,2017,9,18,0,0,0,0,109.0,0,0
3,0,0,1,0,0,1,11,2018,5,28,1,0,0,0,186.0,2,0
3,0,3,6,0,0,1,75,2018,5,9,1,0,0,0,150.45,0,0
1,0,0,1,0,1,0,52,2018,10,13,2,1,0,2,67.0,0,0
2,0,1,0,1,0,0,54,2018,4,18,1,0,0,0,85.5,0,1
2,1,1,3,0,0,0,59,2018,4,11,0,0,0,0,93.08,1,0
2,1,2,1,0,0,0,68,2018,10,8,1,0,0,0,135.0,3,0
2,0,0,3,0,0,0,74,2018,4,14,1,0,0,0,105.3,2,0
2,0,0,5,0,0,0,140,2017,12,29,0,0,0,0,70.0,0,0
2,2,0,1,0,0,3,5,2018,7,23,1,0,0,0,231.0,2,0
2,1,2,3,2,0,0,159,2018,10,1,1,0,0,0,143.55,1,1
1,0,1,1,0,0,0,0,2018,4,23,1,0,0,0,114.0,0,0
2,0,0,4,0,0,0,270,2018,4,20,0,0,0,0,62.8,0,1
2,0,0,3,0,0,2,46,2017,11,4,1,0,0,0,105.5,1,0
2,0,0,2,0,0,0,46,2018,9,9,0,0,0,0,108.72,0,0
2,1,0,1,0,0,0,47,2018,7,5,1,0,0,0,134.1,0,1
1,0,0,3,0,0,0,113,2018,5,31,2,0,0,0,100.0,0,1
2,0,0,2,2,0,0,39,2017,8,14,0,0,0,0,109.0,0,0
2,0,1,4,0,0,0,19,2017,8,31,1,0,0,0,102.0,0,0
2,1,2,5,0,0,0,101,2018,12,21,1,0,0,0,122.0,2,1
1,0,1,0,0,0,0,24,2018,9,12,1,0,0,0,108.0,1,0
3,0,2,2,0,0,1,2,2018,12,2,1,0,0,0,119.0,1,0
3,0,1,4,0,0,1,212,2018,10,31,1,0,0,0,126.9,0,1
2,0,2,5,1,0,0,17,2018,12,29,1,0,0,0,92.91,3,0
1,0,1,1,2,0,0,247,2018,6,6,0,0,0,0,90.0,0,0
2,0,1,2,2,0,0,418,2018,9,26,1,0,0,0,107.0,0,1
2,0,2,1,0,0,0,275,2018,10,1,1,0,0,0,106.2,0,1
2,0,0,2,2,0,0,286,2018,9,16,0,0,0,0,117.0,1,1
2,0,2,4,0,0,0,35,2017,9,26,1,0,0,0,166.58,2,0
2,0,0,2,1,0,0,54,2018,11,11,1,0,0,0,79.2,0,1
2,0,0,1,0,0,0,56,2018,6,8,0,0,0,0,120.0,0,0
2,0,0,2,2,0,0,320,2018,8,18,0,0,0,0,115.0,1,1
2,0,0,3,0,0,0,157,2018,12,8,0,0,0,0,68.0,0,0
2,0,0,3,0,0,0,73,2017,11,24,0,0,0,0,85.67,0,0
1,1,2,1,1,0,0,67,2018,2,13,1,0,0,0,51.97,0,0
2,0,2,2,1,0,0,66,2018,3,19,1,0,0,0,62.18,1,0
2,0,0,3,0,0,0,80,2018,11,24,0,0,0,0,68.0,1,0
2,0,0,1,1,1,0,66,2018,9,3,1,0,0,0,96.3,1,0
2,0,1,0,1,0,0,28,2018,9,11,1,0,0,0,139.0,1,0
2,0,1,3,1,0,0,105,2018,12,26,1,0,0,0,61.09,1,0
2,0,2,4,1,0,0,332,2018,12,23,1,0,0,0,63.75,3,0
2,1,0,2,0,0,0,69,2017,7,7,0,0,0,0,76.08,0,0
2,0,1,3,0,0,0,198,2018,7,18,1,0,0,0,90.95,1,0
2,0,1,1,2,0,0,301,2018,7,30,0,0,0,0,115.0,1,1
2,1,2,1,0,0,0,30,2018,3,13,0,0,0,0,85.0,0,0
1,0,0,2,0,0,0,111,2017,7,22,1,0,0,0,55.96,1,0
1,0,0,3,0,0,0,73,2017,11,24,0,0,0,0,67.83,0,0
1,0,0,3,0,0,0,71,2018,6,14,0,0,0,0,120.0,0,0
2,0,2,0,1,0,0,47,2018,10,2,1,0,0,0,83.16,2,0
1,0,2,3,0,0,1,23,2018,4,9,1,0,0,0,129.2,0,1
2,0,1,1,2,0,0,247,2018,6,6,0,0,0,0,115.0,1,1
2,0,0,1,1,0,0,218,2018,9,29,1,0,0,0,116.1,2,1
2,0,0,2,0,0,0,177,2018,6,3,0,0,0,0,100.0,0,1
1,0,0,1,0,0,0,34,2017,9,15,2,0,0,0,65.0,0,1
2,0,1,4,0,0,1,40,2018,9,26,1,0,0,0,145.98,1,0
2,0,1,1,0,0,0,134,2018,10,8,1,0,0,0,118.8,0,1
2,0,1,2,1,0,0,2,2018,8,15,1,0,0,0,169.33,0,0
2,0,2,2,2,0,1,37,2018,6,26,1,0,0,0,156.6,2,0
1,0,0,2,0,0,0,9,2017,9,30,1,0,0,0,120.0,2,0
2,0,0,2,0,0,0,308,2018,11,25,0,0,0,0,52.0,0,1
2,0,1,0,1,0,0,39,2018,6,27,1,0,0,0,89.1,0,1
2,0,2,3,0,0,2,73,2018,3,17,1,0,0,0,72.12,1,1
2,1,0,1,1,0,0,1,2018,8,24,1,0,0,0,119.0,2,0
2,0,1,3,0,0,2,47,2017,10,19,0,0,0,0,72.36,1,0
2,0,2,4,0,0,1,36,2018,3,23,1,0,0,0,125.1,1,1
2,0,1,4,0,0,0,0,2018,9,12,0,0,0,0,120.0,0,0
2,0,0,2,0,0,0,112,2018,6,2,0,0,0,0,100.0,0,0
2,0,1,3,0,0,0,254,2018,9,29,1,0,0,0,100.3,0,1
1,0,2,4,0,0,3,33,2018,4,24,1,0,0,0,139.52,0,1
2,0,0,1,0,0,0,0,2017,9,16,1,0,0,0,200.0,0,0
2,0,0,2,0,0,0,186,2018,7,28,1,0,0,0,96.3,1,1
2,1,2,2,0,0,1,77,2018,8,26,1,0,0,0,147.6,0,1
2,0,2,2,0,0,0,23,2017,10,4,1,0,0,0,105.0,2,0
2,0,0,4,1,0,0,203,2018,8,3,1,0,0,0,58.14,0,1
2,0,2,2,0,0,0,40,2017,9,19,1,0,0,0,94.5,2,0
3,0,0,1,0,0,1,12,2018,12,10,1,0,0,0,161.0,0,0
2,0,2,2,0,0,0,96,2018,4,8,1,0,0,0,88.83,0,0
2,0,0,1,0,0,0,34,2018,3,12,1,0,0,0,81.9,1,0
2,0,0,1,1,0,0,67,2018,10,28,1,0,0,0,89.1,2,0
2,0,2,1,0,0,1,8,2017,12,6,1,0,0,0,72.22,0,0
2,0,0,2,0,0,0,220,2018,9,28,1,0,0,0,126.9,1,1
2,0,0,3,1,0,0,41,2018,12,1,1,0,0,0,66.88,0,0
2,0,0,2,1,0,0,9,2018,9,15,1,0,0,0,149.0,1,1
3,0,0,1,0,0,1,19,2018,7,20,1,0,0,0,146.0,2,0
2,2,0,1,0,0,3,253,2018,10,8,1,0,0,0,198.9,1,1
2,0,0,3,0,0,0,36,2018,11,1,0,0,0,0,75.0,0,0
1,0,0,3,0,0,0,198,2018,10,18,1,0,0,0,90.9,0,1
2,0,2,2,0,0,0,134,2017,12,4,0,0,0,0,65.0,0,0
2,0,0,4,0,0,2,31,2018,11,23,1,0,0,0,77.86,2,1
2,0,2,2,1,0,0,65,2018,11,19,1,0,0,0,63.58,0,0
2,1,1,2,0,0,1,28,2018,4,11,1,0,0,0,121.33,2,0
2,0,1,1,1,0,0,40,2018,3,26,0,0,0,0,62.8,0,0
1,0,0,2,0,0,0,298,2018,5,10,0,0,0,0,76.0,0,0
2,0,0,2,2,0,0,74,2017,9,18,0,0,0,0,109.0,0,0
2,0,2,5,0,0,0,123,2018,4,30,1,0,0,0,70.73,1,0
1,0,2,4,0,0,1,70,2018,9,11,1,0,0,0,168.3,3,0
2,0,0,1,0,0,1,34,2018,8,10,1,0,0,0,149.4,0,1
2,1,2,1,0,1,0,278,2018,7,23,1,0,0,0,139.9,2,1
2,0,2,3,1,0,0,3,2018,5,12,0,0,0,0,96.8,1,0
1,0,0,2,0,0,1,4,2018,11,8,2,1,0,5,94.0,1,0
2,0,0,1,0,0,0,289,2017,10,17,0,0,0,0,67.0,0,0
1,0,2,4,2,0,0,327,2017,9,9,0,0,0,0,76.0,0,0
2,0,0,1,2,0,0,55,2018,4,6,0,0,0,0,104.0,0,0
1,0,0,2,0,0,0,164,2017,10,2,0,0,0,0,100.0,0,0
2,0,1,3,0,0,0,107,2018,6,13,1,0,0,0,87.67,1,0
2,0,0,3,0,0,1,130,2018,9,29,1,0,0,0,139.5,2,0
3,0,0,3,0,0,1,130,2018,7,27,1,0,0,0,137.7,0,0
2,0,2,7,0,0,0,199,2018,8,11,1,0,0,0,97.56,0,1
2,0,0,2,2,0,0,74,2017,9,18,0,0,0,0,109.0,0,0
2,0,1,1,0,0,0,72,2018,11,12,1,0,0,0,95.4,0,1
1,0,0,2,2,0,1,80,2017,10,9,0,0,0,0,108.0,0,0
2,0,0,2,0,0,0,68,2018,11,25,1,0,0,0,93.6,0,0
2,2,0,3,0,0,4,94,2018,7,13,1,0,0,0,138.25,0,0
2,0,1,1,0,0,0,137,2018,6,13,1,0,0,0,101.53,2,0
1,0,0,2,0,0,0,188,2018,6,15,0,0,0,0,130.0,0,1
2,0,0,3,0,0,1,60,2018,12,8,1,0,0,0,126.0,3,0
2,0,1,3,0,0,0,5,2018,8,29,1,0,0,0,139.0,1,0
2,0,1,0,0,0,0,19,2018,9,19,0,0,0,0,118.15,0,1
2,0,0,4,0,0,0,115,2018,8,3,1,0,0,0,77.18,1,0
2,0,1,2,2,0,0,309,2018,5,13,1,0,0,0,101.0,0,1
1,0,0,3,0,0,0,174,2018,9,22,0,0,0,0,95.67,0,0
2,0,0,3,0,0,0,36,2018,5,11,1,0,0,0,126.9,2,0
2,0,2,3,0,0,0,97,2018,9,10,1,0,0,0,135.9,1,0
2,0,0,2,0,0,0,112,2018,6,2,0,0,0,0,100.0,0,0
2,0,2,2,0,0,0,103,2018,12,18,1,0,0,0,88.4,0,1
2,0,0,3,2,0,0,34,2017,9,23,0,0,0,0,224.67,0,1
1,0,2,1,0,0,0,20,2017,10,11,2,0,0,0,65.0,0,0
2,0,1,2,2,0,0,315,2018,9,30,0,0,0,0,160.0,0,1
2,0,0,2,2,0,0,265,2018,6,24,0,0,0,0,115.0,1,1
3,0,0,2,0,0,1,17,2018,6,16,1,0,0,0,177.0,0,1
2,0,2,1,0,0,1,283,2018,10,23,1,0,0,0,111.3,1,1
2,2,2,3,2,0,3,64,2018,4,17,1,0,0,0,214.2,1,0
2,2,2,3,0,0,3,15,2018,3,17,1,0,0,0,195.4,0,1
2,0,2,5,0,0,0,277,2018,9,5,0,0,0,0,80.0,0,1
2,0,2,2,0,0,0,91,2018,10,30,1,0,0,0,90.45,1,0
1,0,0,2,0,0,0,188,2018,6,15,0,0,0,0,130.0,0,1
2,0,1,2,0,0,0,75,2018,9,26,1,0,0,0,135.9,3,0
2,1,2,2,0,0,0,193,2018,7,8,0,0,0,0,93.58,0,0
2,0,1,2,1,0,0,109,2018,8,12,1,0,0,0,107.1,1,0
2,0,2,4,0,0,0,90,2017,10,25,1,0,0,0,89.25,0,0
1,0,0,2,0,0,0,164,2017,10,2,0,0,0,0,100.0,0,0
1,0,2,1,0,0,0,1,2018,2,28,0,0,0,0,60.0,0,1
2,0,0,4,0,0,0,97,2018,3,23,1,0,0,0,65.42,1,0
2,0,0,1,1,0,0,30,2018,7,27,1,0,0,0,125.1,1,0
1,0,0,3,0,0,0,37,2018,10,13,0,0,0,0,95.0,0,0
2,0,1,0,0,0,0,5,2018,6,12,1,0,0,0,131.0,0,0
2,0,1,0,0,0,0,122,2017,7,13,1,0,0,0,76.5,2,1
2,0,0,1,2,0,0,170,2017,9,12,0,0,0,0,96.9,2,0
2,0,1,3,0,0,0,322,2018,5,19,0,0,0,0,80.0,0,1
1,0,0,1,1,0,0,36,2018,10,13,1,0,0,0,102.6,0,1
1,0,0,1,0,0,0,7,2018,3,8,0,0,0,0,97.0,0,0
2,0,2,1,0,0,0,12,2018,2,20,1,0,0,0,93.0,0,0
3,0,0,2,0,0,1,74,2018,6,15,1,0,0,0,186.3,0,1
2,0,1,3,0,0,0,103,2018,7,18,0,0,0,0,72.25,0,1
2,0,0,3,1,0,0,5,2018,10,18,1,0,0,0,112.0,0,0
1,0,1,4,1,0,0,9,2018,1,18,1,0,0,0,54.9,0,0
2,0,0,2,1,0,0,150,2018,7,27,1,0,0,0,94.5,1,0
1,0,1,1,1,0,0,131,2018,10,10,1,0,0,0,103.05,1,0
2,0,0,3,0,0,0,11,2018,8,9,1,0,0,0,151.0,0,1
2,0,0,4,0,0,0,35,2018,12,7,0,0,0,0,68.0,0,0
2,0,1,2,0,0,0,198,2018,9,9,0,0,0,0,90.0,0,1
2,0,1,5,0,0,0,20,2017,10,12,1,1,1,0,98.4,0,0
1,0,0,2,0,0,0,188,2018,6,15,0,0,0,0,130.0,0,1
2,0,0,2,2,0,0,102,2017,10,16,0,0,0,0,109.0,0,0
2,0,2,2,0,0,0,35,2018,3,6,1,0,0,0,65.06,1,0
2,2,0,1,0,0,3,60,2018,12,23,1,0,0,0,156.6,0,1
1,0,0,2,0,0,0,103,2018,4,19,0,0,0,0,115.0,0,1
1,0,0,1,0,0,0,5,2018,4,5,2,1,0,1,89.0,1,0
2,0,0,2,0,0,0,57,2018,11,18,1,0,0,0,93.6,1,1
2,0,2,6,0,0,0,243,2018,9,27,0,0,0,0,80.75,0,0
2,0,0,2,1,0,0,81,2018,5,3,1,0,0,0,116.1,1,1
2,2,2,5,2,0,3,32,2018,4,16,1,0,0,0,228.6,0,1
1,0,0,1,0,0,0,8,2018,2,19,2,0,0,0,81.0,0,0
2,0,0,1,0,0,2,217,2017,8,7,1,0,0,0,76.5,3,0
2,0,1,2,1,0,0,107,2018,10,21,1,0,0,0,108.0,1,0
2,0,0,2,2,0,0,39,2017,8,14,0,0,0,0,101.5,0,0
2,0,0,3,0,0,0,104,2018,4,19,1,0,0,0,68.42,0,0
2,0,1,3,0,0,0,166,2018,10,6,1,0,0,0,118.8,2,1
2,0,1,4,1,0,0,164,2018,8,1,1,0,0,0,89.25,0,1
2,0,2,3,0,0,0,88,2018,3,20,1,0,0,0,77.35,1,0
2,0,1,0,1,0,0,0,2018,5,9,1,0,0,0,89.0,0,0
2,0,1,2,0,0,0,35,2018,10,28,0,0,0,0,85.0,1,0
1,0,0,1,0,0,0,39,2018,12,27,0,0,0,0,65.0,0,0
2,0,1,0,0,0,0,10,2018,11,20,1,0,0,0,101.0,1,1
2,0,1,0,1,0,0,12,2018,12,5,1,0,0,0,88.0,0,0
1,0,0,3,0,0,0,98,2017,12,29,0,0,0,0,52.7,1,0
2,0,1,2,0,0,0,81,2018,3,25,0,0,0,0,65.0,1,0
2,0,2,3,0,0,0,48,2018,11,6,0,0,0,0,75.0,0,0
2,0,2,3,0,0,1,57,2018,4,21,1,0,0,0,112.2,0,1
3,0,2,1,2,0,0,107,2018,8,20,0,0,0,0,96.9,0,1
2,0,1,4,0,0,0,130,2018,7,6,1,0,0,0,107.95,0,0
2,0,0,2,1,0,0,54,2018,11,11,1,0,0,0,83.7,2,0
3,0,0,2,0,0,1,24,2018,6,22,1,0,0,0,157.0,0,1
2,0,1,1,0,0,0,144,2018,7,23,1,0,0,0,105.3,1,0
2,0,0,5,0,0,0,230,2018,9,6,0,0,0,0,137.0,1,1
2,0,0,1,1,0,0,17,2018,7,23,1,0,0,0,139.0,1,1
2,0,1,3,0,0,0,4,2017,8,17,1,0,0,0,122.0,3,0
1,0,0,1,0,0,0,2,2017,12,2,2,1,0,5,74.0,0,0
1,0,0,1,0,0,0,5,2018,3,2,2,0,0,0,66.0,0,0
3,0,1,2,0,0,0,155,2018,6,27,1,0,0,0,128.7,0,1
2,0,0,1,1,0,0,44,2018,10,5,1,0,0,0,108.0,0,0
2,0,2,1,0,0,1,199,2018,7,23,1,0,0,0,105.3,2,1
2,0,2,4,0,0,0,142,2018,12,17,1,0,0,0,85.0,0,1
3,0,0,3,0,0,1,5,2018,4,12,1,0,0,0,157.0,2,0
2,0,1,1,0,0,0,25,2018,9,26,1,0,0,0,139.0,3,0
2,0,0,2,0,0,0,53,2018,6,21,1,0,0,0,109.1,0,0
1,0,1,0,0,0,0,25,2018,9,12,1,0,0,0,108.0,2,0
3,0,0,4,0,0,1,72,2018,12,20,1,0,0,0,119.0,2,0
2,0,1,2,0,0,0,86,2018,5,20,0,0,0,0,65.0,1,0
2,0,0,2,0,1,0,30,2018,11,25,0,0,0,0,81.0,0,0
1,0,0,1,1,0,0,1,2018,3,30,1,0,0,0,89.0,1,0
2,0,1,0,0,0,0,141,2017,9,20,0,0,0,0,90.0,1,0
2,0,1,2,1,0,0,109,2018,8,5,1,0,0,0,100.5,0,1
2,0,2,2,0,0,1,147,2018,7,1,1,0,0,0,103.7,2,0
2,0,0,1,0,0,0,10,2018,4,7,1,0,0,0,110.0,2,0
2,0,0,3,0,0,0,59,2018,11,2,1,0,0,0,71.1,2,0
2,0,1,2,0,0,0,19,2018,10,3,1,0,0,0,149.0,0,1
1,0,2,1,0,0,0,52,2017,12,5,0,0,0,0,37.33,0,0
2,0,0,5,0,0,0,227,2018,10,4,1,0,0,0,102.85,2,1
2,0,0,4,0,0,0,36,2018,10,26,1,0,0,0,129.0,1,1
1,0,0,1,0,0,0,77,2018,11,23,1,0,0,0,86.4,2,0
2,0,0,4,1,0,0,47,2018,12,7,1,0,0,0,74.8,1,0
2,0,1,2,0,0,0,4,2018,5,9,0,0,0,0,95.0,0,0
1,2,2,5,2,0,0,80,2018,12,20,1,0,0,0,101.77,3,0
2,0,2,5,0,0,0,116,2018,4,28,1,0,0,0,73.77,1,0
2,0,2,3,0,0,0,70,2018,3,3,1,0,0,0,75.95,0,0
2,0,1,2,0,0,0,46,2018,1,15,0,0,0,0,60.0,1,0
1,0,2,1,0,0,0,1,2018,11,27,1,0,0,0,68.76,1,0
2,0,0,2,2,0,0,86,2017,9,24,0,0,0,0,120.0,0,0
2,1,1,0,0,0,0,153,2018,8,1,1,0,0,0,105.3,2,1
2,0,1,3,1,0,0,37,2018,2,4,1,0,0,0,69.5,1,0
2,2,2,1,1,0,3,0,2017,8,8,1,0,0,0,153.0,0,0
1,0,0,3,0,0,0,14,2017,9,15,1,0,0,0,114.0,1,0
1,0,0,3,0,0,0,151,2018,1,19,0,0,0,0,80.0,0,0
2,0,2,0,1,0,0,4,2018,9,25,1,0,0,0,160.0,0,0
2,0,2,0,1,0,0,81,2018,4,10,1,0,0,0,85.5,0,1
2,0,2,1,2,0,0,150,2018,1,2,0,0,0,0,101.0,0,0
2,0,2,1,0,0,1,43,2018,9,17,0,0,0,0,96.3,1,0
1,0,0,1,0,1,0,52,2018,10,13,2,0,0,0,67.0,0,0
2,0,2,0,0,0,1,77,2018,5,1,1,0,0,0,140.4,0,0
1,0,6,16,0,0,1,31,2018,3,3,1,0,0,0,98.93,1,1
2,0,0,2,0,0,3,30,2018,1,15,1,0,0,0,75.15,1,0
2,0,1,4,0,0,0,275,2018,10,5,1,0,0,0,90.0,0,1
2,0,0,3,0,0,0,104,2017,12,3,0,0,0,0,75.0,0,0
2,0,0,2,1,0,0,63,2018,4,26,1,0,0,0,94.95,2,0
1,0,0,1,0,1,0,20,2018,11,29,2,1,0,10,88.0,1,0
2,0,0,4,0,0,0,55,2018,3,29,1,0,0,0,85.85,0,0
2,0,1,2,0,0,1,133,2018,8,15,1,0,0,0,113.6,0,1
1,0,0,2,2,0,0,74,2017,9,18,0,0,0,0,87.0,0,0
1,0,2,1,0,0,0,1,2018,2,28,0,0,0,0,60.0,0,1
2,0,0,1,1,0,0,244,2018,9,3,1,0,0,0,85.5,1,1
2,1,0,1,0,0,0,34,2018,7,29,1,0,0,0,152.1,0,0
2,0,2,3,1,0,0,61,2018,12,22,1,0,0,0,74.8,1,0
2,0,2,2,0,0,0,208,2018,10,9,1,0,0,0,75.23,1,0
2,0,0,3,0,0,0,56,2017,10,15,1,0,0,0,72.76,1,1
2,1,0,3,1,0,0,21,2018,2,3,1,0,0,0,59.75,2,0
2,0,1,1,0,0,2,216,2018,7,18,1,0,0,0,86.63,1,1
2,0,0,2,0,0,0,27,2017,9,30,0,0,0,0,108.0,0,0
2,0,0,1,0,0,1,25,2018,4,30,1,0,0,0,156.0,2,0
